title,url,image,description
Satin Belted Mini Dress,https://www.forever21.com//us/2000475191.html?dwvar_2000475191_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwd3625d9e/1_front_750/00475191-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black satin belted mini dress with puff sleeves and a sweetheart neckline, exuding a chic and modern vibe."
Ornate Print Butterfly-Sleeve Dress,https://www.forever21.com//us/2000490859.html?dwvar_2000490859_color=08,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwa711f8de/1_front_750/00490859-08.jpg?sw=300&amp;sh=450,"The individual is wearing a long, flowing maxi dress with ornate, symmetrical print and elegant butterfly sleeves that add a playful touch to the sophisticated silhouette."
Mesh Cowl Neck Maxi Dress,https://www.forever21.com//us/2000491474.html?dwvar_2000491474_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw01015402/1_front_750/00491474-02.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting chocolate brown mesh cowl neck maxi dress, which elegantly drapes at the neckline and pairs with strappy heeled sandals."
Polka Dot Cutout Midi Dress,https://www.forever21.com//us/2000489660.html?dwvar_2000489660_color=05,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw82e81f9a/1_front_750/00489660-05.jpg?sw=300&amp;sh=450,"The individual is wearing a strapless polka dot cutout midi dress in a warm, earthy tone, complemented by a pair of elegant white strappy heels."
A-Line Mini Shirt Dress,https://www.forever21.com//us/2000497175.html?dwvar_2000497175_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw038ec95e/1_front_750/00497175-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black A-line mini shirt dress with a cinched waist, classic collar, and button-down front, accentuated by white buttons."
Caged Midi Tank Dress,https://www.forever21.com//us/2000488917.html?dwvar_2000488917_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw4385fb8e/1_front_750/00488917-04.jpg?sw=300&amp;sh=450,"The individual is wearing a vibrant pink caged midi tank dress with a square neckline and tiered skirt, paired with simple white heeled sandals."
Paisley Print Off-the-Shoulder Mini Dress,https://www.forever21.com//us/2000492388.html?dwvar_2000492388_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw9944e218/1_front_750/00492388-02.jpg?sw=300&amp;sh=450,"The individual is wearing a paisley print off-the-shoulder mini dress characterized by its flowing fabric, intricate design with earthy hues, and a relaxed fit that elegantly drapes over the figure."
Abstract Print Halter Mini Dress,https://www.forever21.com//us/2000497370.html?dwvar_2000497370_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw85ce3968/1_front_750/00497370-03.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting abstract print halter mini dress with a subtle color palette, highlighting a modern yet playful aesthetic."
Satin Split-Front Top &amp; Mini Skirt Set,https://www.forever21.com//us/2000468127.html?dwvar_2000468127_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw83fdc8db/1_front_750/00468127-02.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek champagne-colored satin split-front top with a plunging neckline, paired with a matching high-waisted mini skirt, embodying a chic and contemporary aesthetic."
Geo Print Cutout Romper,https://www.forever21.com//us/2000466859.html?dwvar_2000466859_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw8623c856/1_front_750/00466859-03.jpg?sw=300&amp;sh=450,The individual is wearing a Geo Print Cutout Romper with a plunging neckline and a front cutout highlighted by a circular buckle at the waist.
Lightning Bolt Print Mesh Mini Dress,https://www.forever21.com//us/2000465131.html?dwvar_2000465131_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw4610ad56/1_front_750/00465131-02.jpg?sw=300&amp;sh=450,"The individual is wearing a short, bodycon-style lavender mini dress adorned with a subtle all-over lightning bolt print, featuring short sleeves and a round neckline."
Ruffled Tiered Mini Dress,https://www.forever21.com//us/2000461719.html?dwvar_2000461719_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw8aa29d2c/1_front_750/00461719-02.jpg?sw=300&amp;sh=450,"The individual is wearing a charming light blue ruffled tiered mini dress with delicate shoulder straps and a snug bodice, exuding a playful yet elegant summer vibe."
Gradient Wash Mesh Mini Dress,https://www.forever21.com//us/2000461000.html?dwvar_2000461000_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwffe3963b/1_front_750/00461000-01.jpg?sw=300&amp;sh=450,"The individual is wearing a figure-hugging mini dress featuring a striking gradient wash in shades of blue and turquoise with a mesh overlay, which offers a modern and ethereal aesthetic."
Cutout Mini Sweater Dress,https://www.forever21.com//us/2000469679.html?dwvar_2000469679_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwe078412f/1_front_750/00469679-02.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting, short lavender cutout mini sweater dress with cap sleeves and a subtle keyhole neckline, adding a modern twist to a classic silhouette."
Midi Combo T-Shirt Dress,https://www.forever21.com//us/2000500931.html?dwvar_2000500931_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw17b7b82e/1_front_750/00500931-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sophisticated black midi combo t-shirt dress with a sheer midriff panel and short sleeves, paired with minimalistic black sandals."
Cami Bodycon Dress,https://www.forever21.com//us/2000436723.html?dwvar_2000436723_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwe7f58293/1_front_750/00436723-04.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek white cami bodycon dress with a midi-length hem and spaghetti straps, paired with minimalist white heeled sandals."
Santa &amp; Reindeer Holiday Mini Dress,https://www.forever21.com//us/2000499028.html?dwvar_2000499028_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw547c79ee/1_front_750/00499028-03.jpg?sw=300&amp;sh=450,"The individual is wearing a festive black mini dress with a whimsical Santa and reindeer design, featuring a playful belt and snowflake pattern on the sleeves."
Quilted Crop Top &amp; Mini Skirt Set,https://www.forever21.com//us/2001248044.html?dwvar_2001248044_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwfdadaa96/1_front_750/01248044-01.jpg?sw=300&amp;sh=450,"The individual is wearing a coordinated pink quilted crop top and mini skirt set, featuring a textured design and a contemporary, youthful silhouette."
Crochet Semi-Sheer Midi Dress,https://www.forever21.com//us/2000457810.html?dwvar_2000457810_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw862bb0c0/1_front_750/00457810-01.jpg?sw=300&amp;sh=450,"The individual is wearing a crochet semi-sheer midi dress with a sleeveless design, featuring a v-neckline and horizontal striped patterns incorporating a mix of openwork and solid crochet, paired with neutral-toned sandals."
Satin Ruffle-Hem Mini Dress,https://www.forever21.com//us/2001248242.html?dwvar_2001248242_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw136afcee/1_front_750/01248242-01.jpg?sw=300&amp;sh=450,"The individual is wearing a smooth, black satin mini dress featuring delicate spaghetti straps and an elegant ruffle hem that adds a playful touch to the silhouette."
Velvet Lace-Trim Midi Dress,https://www.forever21.com//us/2000472969.html?dwvar_2000472969_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw3aea1050/1_front_750/00472969-04.jpg?sw=300&amp;sh=450,"The individual is wearing a chic velvet lace-trim midi dress in a sleek, neutral tone, accented with elegant black contrast detailing, and layered with a cozy, textured black cardigan for an added touch of sophistication."
Satin Flounce-Hem Maxi Dress,https://www.forever21.com//us/2000478633.html?dwvar_2000478633_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw5f483fa7/1_front_750/00478633-03.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black satin flounce-hem maxi dress with a plunging neckline, thin straps, and an asymmetrical ruffled detail that cascades elegantly to the floor, creating a striking statement silhouette."
Plunging Floral Print Mini Dress,https://www.forever21.com//us/2000497093.html?dwvar_2000497093_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw9fb1195f/1_front_750/00497093-02.jpg?sw=300&amp;sh=450,"The individual is wearing a plunging floral print mini dress with long sleeves and ruffle detailing, exuding a playful yet elegant vibe."
title,url,image,description
Tiered Cami Maxi Dress,https://www.forever21.com//us/2000462029.html?dwvar_2000462029_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw5e5bb540/1_front_750/00462029-03.jpg?sw=300&amp;sh=450,"The individual is wearing a sunny yellow tiered cami maxi dress featuring ruffle details and a loose, flowing silhouette that exudes a carefree, bohemian charm."
Sheer Netted Mesh Midi Dress,https://www.forever21.com//us/2000478645.html?dwvar_2000478645_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1562cbc7/1_front_750/00478645-01.jpg?sw=300&amp;sh=450,"The individual is wearing a black, edgy sheer netted mesh dress fashionably paired with a solid undergarment, statement hat, and high boots, embodying a bold and daring evening look."
Smocked Denim Tube Top &amp; Pants Set,https://www.forever21.com//us/2000496029.html?dwvar_2000496029_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw33e130f9/1_front_750/00496029-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic smocked denim tube top paired with high-waisted, wide-leg denim pants, creating a coordinated casual yet stylish ensemble."
Lace Seamed Mini Dress,https://www.forever21.com//us/2000474131.html?dwvar_2000474131_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw58f97559/1_front_750/00474131-02.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting brown lace seamed mini dress with delicate lace details along the seams and a plunging neckline, paired with a long-sleeve black lace cardigan that adds texture and contrast to the ensemble."
Poplin Pintucked Strapless Midi Dress,https://www.forever21.com//us/2000493612.html?dwvar_2000493612_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw3a39da66/1_front_750/00493612-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black poplin pintucked strapless midi dress, which features a fitted bodice with delicate pintuck details and flows into a gracefully tiered skirt."
Sweater-Knit Mini Dress,https://www.forever21.com//us/2000459073.html?dwvar_2000459073_color=09,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw93abe173/1_front_750/00459073-09.jpg?sw=300&amp;sh=450,"The individual is wearing a white, form-fitting, sweater-knit mini dress with a plunging neckline and capped sleeves, paired with a subtle necklace."
Goth Girl Ruffle Dress &amp; Knife Hair Clip Costume Set,https://www.forever21.com//us/2000493735.html?dwvar_2000493735_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw11a02422/1_front_750/00493735-01.jpg?sw=300&amp;sh=450,"The individual is wearing a layered ruffle dress with Gothic flair, featuring lace and fabric textures, a prominent belt at the waist, accessorized with a knife-shaped hair clip and paired with fishnet tights."
Smocked Poplin Midi Dress,https://www.forever21.com//us/2000479848.html?dwvar_2000479848_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwdaae8bd3/1_front_750/00479848-02.jpg?sw=300&amp;sh=450,"The individual is wearing a chic smocked poplin midi dress with a fitted shirred bodice, thin straps, and a flowy skirt that creates an elegant silhouette perfect for the summer season."
Baroque Print Satin Mini Dress,https://www.forever21.com//us/2000456253.html?dwvar_2000456253_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw51acdf83/1_front_750/00456253-03.jpg?sw=300&amp;sh=450,The individual is wearing a cream-colored Baroque print satin mini dress with delicate strap detailing and a form-fitting silhouette.
Velvet Flounce Mini Dress,https://www.forever21.com//us/2000448264.html?dwvar_2000448264_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw0eda844a/1_front_750/00448264-02.jpg?sw=300&amp;sh=450,The individual is wearing a sumptuous olive-green velvet flounce mini dress featuring elegant long puff sleeves and a charming ruffled hem.
Ruched Drawstring Mini Dress,https://www.forever21.com//us/2000460798.html?dwvar_2000460798_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw439bd791/1_front_750/00460798-01.jpg?sw=300&amp;sh=450,"The individual is wearing a taupe-colored ruched drawstring mini dress with a figure-hugging silhouette, spaghetti straps, and an adjustable ruched detail on the sides that allows for a customizable length."
Plunging Tiered Tie-Back Mini Dress,https://www.forever21.com//us/2000487844.html?dwvar_2000487844_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw508e2988/1_front_750/00487844-01.jpg?sw=300&amp;sh=450,"The individual is wearing a white plunging tiered tie-back mini dress with delicate lace detailing and thin spaghetti straps, exuding a breezy, feminine charm suitable for a summer day."
Pinstriped Mini Dress,https://www.forever21.com//us/2000477947.html?dwvar_2000477947_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw0d718e54/1_front_750/00477947-02.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek, strapless pinstriped mini dress with a figure-hugging silhouette and a subtle side slit."
Mixed Print Mesh Mini Dress,https://www.forever21.com//us/2000457835.html?dwvar_2000457835_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwa1e42d24/1_front_750/00457835-01.jpg?sw=300&amp;sh=450,"The individual is wearing a mixed print mesh mini dress featuring a combination of checkered and houndstooth patterns, accented with a black and white color scheme, and short sleeves, creating a playful and edgy ensemble."
Poplin Halter Midi Dress,https://www.forever21.com//us/2000483570.html?dwvar_2000483570_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw7921d34d/1_front_750/00483570-01.jpg?sw=300&amp;sh=450,The individual is wearing a classic black Poplin Halter Midi Dress with a plunging neckline and a flared skirt that cinches at the waist.
Striped Poplin Fit &amp; Flare Dress,https://www.forever21.com//us/2000489491.html?dwvar_2000489491_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1a5f59a0/1_front_750/00489491-03.jpg?sw=300&amp;sh=450,"The individual is wearing a playful and chic Striped Poplin Fit & Flare Dress with delicate straps, a sweetheart neckline adorned with ruffle detailing, and a cinched waist leading to a softly pleated skirt."
Sweetheart Cami Bodycon Midi Dress,https://www.forever21.com//us/2000484750.html?dwvar_2000484750_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw8a08b743/1_front_750/00484750-03.jpg?sw=300&amp;sh=450,"The individual is wearing a white sweetheart cami bodycon midi dress, which is slim-fitting and features a sweetheart neckline with thin spaghetti straps; she completes the look with elegant white strappy heels."
Distressed Denim Mini Shirt Dress,https://www.forever21.com//us/2000481376.html?dwvar_2000481376_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwda0ca7db/1_front_750/00481376-02.jpg?sw=300&amp;sh=450,"The individual is wearing a white denim mini shirt dress featuring a distressed design with ripped details, a buttoned front, and flap chest pockets."
Crochet Halter Midi Dress,https://www.forever21.com//us/2000483559.html?dwvar_2000483559_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw370cf250/1_front_750/00483559-02.jpg?sw=300&amp;sh=450,"The individual is wearing a burnt orange crochet halter midi dress with a keyhole neckline and a pleated finish, complemented by strappy white heels."
Cutout Halter Maxi Dress,https://www.forever21.com//us/2000483427.html?dwvar_2000483427_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw8ee1c19a/1_front_750/00483427-02.jpg?sw=300&amp;sh=450,"The individual is wearing an elegant white cutout halter maxi dress with a plunging neckline and empire waist, complemented by strappy sandals, perfect for a summery outdoor setting."
Cutout Crochet Mini Dress,https://www.forever21.com//us/2000452495.html?dwvar_2000452495_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw19e513aa/1_front_750/00452495-02.jpg?sw=300&amp;sh=450,"The individual is wearing a colorful cutout crochet mini dress featuring a one-shoulder design with asymmetrical patterns and side cutouts, evoking a summery bohemian style."
Tropical Leaf Y-Back Maxi Slip Dress,https://www.forever21.com//us/2000484671.html?dwvar_2000484671_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw30757ce4/1_front_750/00484671-03.jpg?sw=300&amp;sh=450,"The individual is wearing a tropical leaf patterned Y-back maxi slip dress that features a sleek silhouette with spaghetti straps and a flowing skirt, finished in warm shades of brown and cream which exude a summery and exotic charm."
Satin Cropped Cami &amp; Self-Tie Wrap Skirt,https://www.forever21.com//us/2000459539.html?dwvar_2000459539_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw80259800/1_front_750/00459539-02.jpg?sw=300&amp;sh=450,The individual is wearing a lustrous rust-red satin cropped camisole paired with a chic self-tie wrap skirt that elegantly showcases her fashion-forward style.
Cutout Floral Print Mini Dress,https://www.forever21.com//us/2000479474.html?dwvar_2000479474_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw601ce8da/1_front_750/00479474-02.jpg?sw=300&amp;sh=450,"The individual is wearing a cutout floral print mini dress with long sleeves, a ruched bodice, and a flirty skirt, complemented by side waist cutouts that add a modern twist to the romantic style."
Satin Slip Mini Dress,https://www.forever21.com//us/2000488517.html?dwvar_2000488517_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwec7e5eab/1_front_750/00488517-03.jpg?sw=300&amp;sh=450,"The individual is wearing a chartreuse satin slip mini dress with a simplistic, yet chic silhouette featuring a straight neckline and delicate spaghetti straps."
Halter Mini Bodycon Dress,https://www.forever21.com//us/2000462690.html?dwvar_2000462690_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw8f503ced/1_front_750/00462690-03.jpg?sw=300&amp;sh=450,The individual is wearing a form-fitting halter mini bodycon dress with a plunging neckline in a vibrant yellow marled fabric that exudes a playful yet chic summer vibe.
Ruffled Sweetheart Cami Mini Dress,https://www.forever21.com//us/2000486262.html?dwvar_2000486262_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw78930a9a/1_front_750/00486262-04.jpg?sw=300&amp;sh=450,The individual is wearing a vibrant orange ruffled sweetheart cami mini dress with a flirty flare at the hem.
Geo Print Top &amp; Mini Skirt Set,https://www.forever21.com//us/2000466715.html?dwvar_2000466715_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwd3958351/1_front_750/00466715-01.jpg?sw=300&amp;sh=450,The individual is wearing a chic geo print top and mini skirt set in a lively green color with a halter neckline and a complementary slim-fitting silhouette.
Floral Print Halter Midi Dress,https://www.forever21.com//us/2000459762.html?dwvar_2000459762_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw0889793e/1_front_750/00459762-01.jpg?sw=300&amp;sh=450,"The individual is wearing a charming floral print halter midi dress, elegantly paired with a coordinating wide-brimmed sun hat, perfectly suited for a summery daytime outing."
Denim Overall Shorts,https://www.forever21.com//us/2000467981.html?dwvar_2000467981_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwfd7df477/1_front_750/00467981-01.jpg?sw=300&amp;sh=450,"The individual is wearing a pair of bright lime-green denim overall shorts, styled with a light blue fitted tee underneath, giving off a vibrant, youthful summer vibe."
Plaid Babydoll Mini Dress,https://www.forever21.com//us/2000489485.html?dwvar_2000489485_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw7b4a0e76/1_front_750/00489485-02.jpg?sw=300&amp;sh=450,"The individual is wearing a charming yellow plaid babydoll mini dress with a sweetheart neckline, adjustable spaghetti straps, and a ruffled hem, creating a youthful and playful silhouette."
Ruched Bodycon Mini Dress,https://www.forever21.com//us/2000459213.html?dwvar_2000459213_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwca241019/1_front_750/00459213-02.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black ruched bodycon mini dress with an asymmetrical hemline, paired with strappy black heels."
Ditsy Floral Strapless Mini Dress,https://www.forever21.com//us/2000481951.html?dwvar_2000481951_color=17,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwd6ac030e/1_front_750/00481951-17.jpg?sw=300&amp;sh=450,"The individual is wearing a charming ditsy floral strapless mini dress with a fitted bodice and flared skirt, showcasing a playful array of small, multicolored flowers on a dark background."
Striped Crochet Mini Dress,https://www.forever21.com//us/2000455016.html?dwvar_2000455016_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwfb31b165/1_front_750/00455016-01.jpg?sw=300&amp;sh=450,"The individual is wearing a snug-fitting, scoop neck striped crochet mini dress with a v-shaped neckline and a flattering linear pattern that accentuates the body silhouette."
Quilted One-Shoulder Mini Dress,https://www.forever21.com//us/2001248045.html?dwvar_2001248045_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwfeb7919a/1_front_750/01248045-01.jpg?sw=300&amp;sh=450,The individual is wearing a pink quilted one-shoulder mini dress with a textured pattern that adds dimension to the sleek silhouette.
Cutout Chain Halter Maxi Dress,https://www.forever21.com//us/2000485408.html?dwvar_2000485408_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwdffc904d/1_front_750/00485408-03.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black cutout chain halter maxi dress featuring a tantalizing front keyhole, a chain neck detail, and an elegant side slit."
Mesh Patchwork Midi Dress,https://www.forever21.com//us/2000471123.html?dwvar_2000471123_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwe2dc8f68/1_front_750/00471123-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic, sleeveless midi dress with a mesh patchwork design in a palette of soft purples and grays, complemented by casual yellow sneakers."
Fringed Crisscross Mini Dress,https://www.forever21.com//us/2000484816.html?dwvar_2000484816_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw5a305e68/1_front_750/00484816-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic fringed crisscross mini dress in a creamy hue, featuring delicate straps and a playful tiered skirt ending in a fringe hem."
Paperbag Combo Romper,https://www.forever21.com//us/2000470024.html?dwvar_2000470024_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw47cf0a25/1_front_750/00470024-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic paperbag combo romper featuring a sleeveless white top with a scoop neckline, seamlessly connected to high-waisted khaki shorts that are cinched with a matching fabric belt to create a flattering silhouette."
Linen Poplin Shirt &amp; Shorts Set,https://www.forever21.com//us/2000480790.html?dwvar_2000480790_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw3dfde660/1_front_750/00480790-04.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black linen poplin shirt and shorts set with a unique cut-out detail at the bust, creating a stylish and contemporary look."
Mesh Watercolor Print Dress,https://www.forever21.com//us/2000460791.html?dwvar_2000460791_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw93f55ca1/1_front_750/00460791-01.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting, long-sleeved mesh watercolor print dress in warm hues of yellow, brown, and amber, with a subtle ruching detail on the sides."
Floral Print Tiered Mini Dress,https://www.forever21.com//us/2000469929.html?dwvar_2000469929_color=06,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw931e5d30/1_front_750/00469929-06.jpg?sw=300&amp;sh=450,"The individual is wearing a sleeveless mini dress with a high neckline, featuring a vibrant floral print in shades of red and pink on a contrasting light background, and detailed with cascading tiered ruffles."
Racerback Tank Midi Dress,https://www.forever21.com//us/2000486055.html?dwvar_2000486055_color=22,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwa54ed1d0/1_front_750/00486055-22.jpg?sw=300&amp;sh=450,"The individual is wearing a soft pastel green racerback tank midi dress that falls gracefully to calf length, paired with classic white sneakers for a casual yet chic look."
Netted Bodycon Midi Dress,https://www.forever21.com//us/2000459107.html?dwvar_2000459107_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw2aa0e18b/1_front_750/00459107-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic netted bodycon midi dress that fits snugly, accentuating the silhouette and paired with strappy heels for an elegant look."
Frayed Denim Mini Dress,https://www.forever21.com//us/2000488565.html?dwvar_2000488565_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw669acb4b/1_front_750/00488565-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic frayed denim mini dress with a classic collar, button-down front, and a matching denim belt to cinch at the waist, finished with fringed edges for a casual, yet stylish look."
Crochet Cami Mini Dress,https://www.forever21.com//us/2000478713.html?dwvar_2000478713_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwc7010962/1_front_750/00478713-01.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting crochet cami mini dress in a neutral tone, featuring delicate strap details and a subtle patterned design for a feminine silhouette."
